//Flight 0
//Date 2008/04/28
Random  Base1
  3.348333           48457.90 
  3.348472           47707.90 
  3.348611           46929.60 
  3.348750           42878.40 
  3.348889           42801.30 
  3.349028           45640.90 
  3.349167           48071.70 
  3.349306           48202.10 
  3.349444           46640.30 
  3.349583           47598.10 
  3.349722           42366.80 
  3.349861           48470.80 
  3.350000           48566.80 
  3.350139           48168.70 
  3.350278           45662.60 
  3.350417           47826.40 
  3.350556           46573.30 
  3.350694           47823.30 
  3.350833           48491.70 
  3.350972           45173.00 
  3.351111           48283.30 
  3.351250           47979.90 
  3.351389           46824.90 
  3.351528           46230.20 
  3.351667           46750.00 
  3.351806           44505.80 
  3.351944           45873.70 
  3.352083           44742.30 
  3.352222           47323.40 
  3.352361           47477.70 
  3.352500           46144.10 
  3.352639           45399.70 
  3.352778           47539.80 
  3.352917           45428.30 
  3.353056           41646.90 
  3.353194           47262.40 
  3.353333           47054.60 
  3.353472           46993.50 
  3.353611           47331.90 
  3.353750           49976.30 
  3.353889           45298.00 
  3.354028           47550.30 
  3.354167           46543.20 
  3.354306           48170.40 
  3.354444           47100.50 
  3.354583           49332.60 
  3.354722           50371.20 
  3.354861           48978.40 
  3.355000           46659.10 
  3.355139           52009.20 
  3.355278           49814.60 
  3.355417           48773.20 
  3.355556           52590.10 
  3.355694           48421.60 
  3.355833           49983.50 
  3.356111           46146.60 
  3.356250           46864.90 
  3.356389           43524.80 
  3.356528           49134.10 
  3.356667           45155.50 
  3.356806           43822.70 
  3.356944           46806.80 
  3.357083           45744.20 
  3.357222           47454.00 
  3.357361           48460.40 
  3.357500           47304.60 
  3.357639           45214.30 
  3.357778           48651.20 
  3.357917           47640.10 
  3.358056           47472.60 
  3.358194           48541.70 
  3.358333           47748.10 
  3.358472           47012.70 
  3.358611           45848.60 
  3.358750           47442.50 
  3.358889           46469.30 
  3.359028           46751.10 
  3.359167           48695.10 
  3.359306           47127.60 
  3.359444           46727.40 
  3.359583           45966.30 
  3.359722           48126.80 
  3.359861           48205.90 
  3.360000           45916.90 
  3.360139           46569.10 
  3.360278           48313.10 
  3.360417           46719.40 
  3.360556           46097.70 
  3.360694           47971.00 
  3.360833           47964.60 
  3.360972           47987.20 
  3.361111           47080.70 
  3.361250           46348.80 
  3.361389           50904.70 
  3.361528           47577.70 
  3.361667           47442.40 
  3.361806           46504.50 
  3.361944           44221.30 
  3.362083           48195.90 
  3.362222           48947.20 
  3.362361           45842.10 
  3.362500           47820.30 
  3.362639           46614.50 
  3.362778           46198.70 
  3.362917           47235.40 
  3.363056           46821.10 
  3.363194           49877.40 
  3.363333           48211.30 
  3.363472           48197.50 
  3.363611           46334.30 
  3.363750           47402.50 
  3.363889           48264.90 
  3.364028           48903.40 
  3.364167           46104.80 
  3.364306           47413.50 
  3.364444           48257.90 
  3.364583           50106.70 
  3.364722           49600.40 
  3.364861           50080.80 
  3.365000           50554.10 
  3.365139           51458.30 
  3.365278           45009.80 
  3.365417           50736.40 
  3.365556           45307.10 
  3.365694           45677.10 
  3.365833           47641.70 
  3.365972           45406.50 
  3.366111           47228.70 
  3.366250           47034.00 
  3.366389           47237.00 
  3.366528           47522.10 
  3.366667           46749.80 
  3.366806           45695.00 
  3.366944           46849.30 
  3.367083           48214.50 
  3.367222           45825.10 
  3.367361           46970.90 
  3.367500           47553.40 
  3.367639           46137.60 
  3.367778           48472.10 
  3.367917           46323.40 
  3.368056           47148.20 
  3.368194           48186.90 
  3.368333           43287.80 
  3.368472           45785.70 
  3.368611           50043.10 
  3.368750           47527.60 
  3.368889           51799.80 
  3.369028           47161.30 
  3.369167           52915.30 
  3.369306           52803.70 
  3.369444           48638.90 
  3.369583           49168.60 
  3.369722           50676.30 
  3.369861           48187.00 
  3.370000           46374.10 
  3.370139           48095.10 
  3.370278           45915.60 
  3.370417           49322.50 
  3.370556           47493.40 
  3.370694           46267.70 
  3.370833           46588.90 
  3.370972           46716.80 
  3.371111           47442.30 
  3.371250           47526.60 
  3.371389           44685.20 
  3.371528           41715.90 
  3.371667           46924.00 
  3.371806           43794.60 
  3.371944           47610.60 
  3.372083           45185.90 
  3.372222           41493.00 
  3.372361           46134.40 
  3.372500           44210.80 
  3.372639           47021.60 
  3.372778           49879.10 
  3.372917           51397.10 
  3.373056           47725.80 
  3.373194           52893.50 
  3.373333           47789.70 
  3.373472           49652.90 
  3.373611           49626.90 
  3.373750           51613.80 
  3.373889           47267.70 
  3.374028           48416.10 
  3.374167           47530.30 
  3.374306           46111.70 
  3.374444           44666.40 
  3.374583           47172.80 
  3.374722           44412.50 
  3.374861           45491.50 
  3.375000           49220.70 
  3.375139           46408.60 
  3.375278           48943.70 
  3.375417           45256.00 
  3.375556           47285.40 
  3.375694           47530.90 
  3.375833           49861.90 
  3.375972           49848.20 
  3.376111           44783.60 
  3.376250           47806.60 
  3.376389           47750.70 
  3.376528           48282.20 
  3.376667           46350.20 
  3.376806           49406.90 
  3.376944           46010.80 
  3.377083           47498.90 
  3.377222           48036.70 
  3.377361           47220.90 
  3.377500           45061.70 
  3.377639           48969.30 
  3.377778           46173.10 
  3.377917           46402.00 
  3.378056           45466.90 
  3.378194           47949.50 
  3.378333           44721.50 
  3.378472           46798.30 
  3.378611           43178.30 
  3.378750           47295.90 
  3.378889           42015.30 
  3.379028           46215.30 
  3.379167           47149.10 
  3.379306           44956.60 
  3.379444           45567.30 
  3.379583           42344.10 
  3.379722           48451.40 
  3.379861           47244.60 
  3.380000           46468.80 
  3.380139           46061.40 
  3.380278           49737.60 
  3.380417           47048.60 
  3.380556           48694.30 
  3.380694           47479.90 
  3.380833           48154.90 
  3.380972           47244.20 
  3.381111           46383.20 
  3.381250           46635.20 
  3.381389           48222.20 
  3.381528           49265.80 
  3.381667           48666.10 
  3.381806           45270.30 
  3.381944           46359.30 
  3.382083           47260.40 
  3.382222           45348.30 
  3.382361           47768.90 
  3.382500           44137.50 
  3.382639           41198.20 
  3.382778           47255.00 
  3.382917           40967.80 
  3.383056           46034.90 
  3.383194           41371.40 
  3.383333           45123.40 
  3.383472           46636.90 
  3.383611           43970.80 
  3.383750           47169.70 
  3.383889           47561.30 
  3.384028           47295.40 
  3.384167           50471.90 
  3.384306           47976.00 
  3.384444           46524.00 
  3.384583           46379.40 
  3.384722           48444.40 
  3.384861           45850.70 
  3.385000           47068.50 
  3.385139           50685.10 
  3.385278           48463.70 
  3.385417           46281.80 
  3.385556           49383.40 
  3.385694           48322.30 
  3.385833           48339.30 
  3.385972           47093.50 
  3.386111           46781.10 
  3.386250           47256.10 
  3.386389           49161.80 
  3.386528           47977.90 
  3.386667           47048.10 
  3.386806           48942.50 
  3.386944           50002.20 
  3.387083           46138.20 
  3.387222           47053.20 
  3.387361           50122.60 
  3.387500           50249.70 
  3.387639           48711.00 
  3.387778           47409.40 
  3.387917           48535.20 
  3.388056           46421.10 
  3.388194           47534.20 
  3.388333           43777.20 
